#;Data/Hora;Ativo;C/V;Quantidade;Preço limite;Status;Tipo;Quantidade executada;Preço médio;Resultado (Abs.);Resultado %;Resultado (R$)
"13576424263";"14/12/2023 / 11:23:25";"WDOF24";"V";"1";"4.907,50";"executada";"saída";"1";"4.907,50";"6,00";"0,12";"60,00"
"13576424261";"14/12/2023 / 11:23:25";"WDOF24";"C";"1";"4.901,50";"executada";"entrada";"1";"4.901,50";"-";"-";"-"
"13576424259";"14/12/2023 / 10:51:47";"WDOF24";"C";"1";"4.903,00";"executada";"saída";"1";"4.903,00";"6,00";"0,12";"60,00"
"13576424257";"14/12/2023 / 10:51:45";"WDOF24";"V";"1";"4.909,00";"executada";"entrada";"1";"4.909,00";"-";"-";"-"
"13576424254";"14/12/2023 / 10:43:45";"WDOF24";"C";"1";"4.896,00";"executada";"saída";"1";"4.896,00";"6,00";"0,12";"60,00"
"13576424252";"14/12/2023 / 10:43:45";"WDOF24";"V";"1";"4.902,00";"executada";"entrada";"1";"4.902,00";"-";"-";"-"
"13576424250";"14/12/2023 / 09:49:50";"WDOF24";"C";"1";"4.882,00";"executada";"saída";"1";"4.882,00";"6,00";"0,12";"60,00"
"13576424248";"14/12/2023 / 09:49:50";"WDOF24";"V";"1";"4.888,00";"executada";"entrada";"1";"4.888,00";"-";"-";"-"
"13576424245";"14/12/2023 / 09:21:25";"WDOF24";"V";"2";"4.894,50";"executada";"saída";"2";"4.894,50";"6,00";"0,12";"120,00"
"13576424244";"14/12/2023 / 09:19:45";"WDOF24";"C";"1";"4.886,00";"executada";"entrada";"1";"4.886,00";"-";"-";"-"
"13576424241";"14/12/2023 / 09:19:42";"WDOF24";"C";"1";"4.891,00";"executada";"entrada";"1";"4.891,00";"-";"-";"-"
"13576424239";"14/12/2023 / 09:06:34";"WDOF24";"C";"1";"4.891,00";"executada";"saída";"1";"4.891,00";"6,00";"0,12";"60,00"
"13576424237";"14/12/2023 / 09:06:34";"WDOF24";"V";"1";"4.897,00";"executada";"entrada";"1";"4.897,00";"-";"-";"-"
"13576424235";"14/12/2023 / 09:06:28";"WDOF24";"C";"1";"4.885,00";"executada";"saída";"1";"4.885,00";"6,00";"0,12";"60,00"
"13576424233";"14/12/2023 / 09:06:28";"WDOF24";"V";"1";"4.891,00";"executada";"entrada";"1";"4.891,00";"-";"-";"-"
"13576424231";"13/12/2023 / 12:02:33";"WDOF24";"V";"4";"4.963,00";"executada";"saída";"4";"4.963,00";"5,75";"0,12";"230,00"
"13576424229";"13/12/2023 / 11:47:06";"WDOF24";"C";"2";"4.953,50";"executada";"entrada";"2";"4.953,50";"-";"-";"-"
"13576424227";"13/12/2023 / 11:46:50";"WDOF24";"C";"1";"4.958,50";"executada";"entrada";"1";"4.958,50";"-";"-";"-"
"13576424225";"13/12/2023 / 11:46:49";"WDOF24";"C";"1";"4.963,50";"executada";"entrada";"1";"4.963,50";"-";"-";"-"
"13576424223";"13/12/2023 / 10:58:26";"WDOF24";"V";"4";"4.971,50";"executada";"saída";"4";"4.971,50";"5,25";"0,11";"210,00"
"13576424221";"13/12/2023 / 10:52:56";"WDOF24";"C";"2";"4.962,00";"executada";"entrada";"2";"4.962,00";"-";"-";"-"
"13576424219";"13/12/2023 / 10:30:29";"WDOF24";"C";"8";"4.970,50";"executada";"reversão";"8";"4.970,50";"-6,38";"-0,13";"-382,50"
"13576424216";"13/12/2023 / 10:30:29";"WDOF24";"C";"1";"4.972,00";"executada";"saída";"1";"4.972,00";"-7,88";"-0,16";"-78,75"
"13576424214";"13/12/2023 / 10:30:29";"WDOF24";"C";"1";"4.967,00";"executada";"saída";"1";"4.967,00";"-2,88";"-0,06";"-28,75"
"13576424212";"13/12/2023 / 09:54:50";"WDOF24";"V";"4";"4.968,50";"executada";"entrada";"4";"4.968,50";"-";"-";"-"
"13576424210";"13/12/2023 / 09:40:53";"WDOF24";"V";"2";"4.963,50";"executada";"entrada";"2";"4.963,50";"-";"-";"-"
"13576424208";"13/12/2023 / 09:35:36";"WDOF24";"V";"1";"4.953,50";"executada";"entrada";"1";"4.953,50";"-";"-";"-"
"13576424206";"13/12/2023 / 09:35:36";"WDOF24";"V";"1";"4.958,50";"executada";"entrada";"1";"4.958,50";"-";"-";"-"
"13576424204";"12/12/2023 / 12:22:50";"WDOF24";"C";"1";"4.958,50";"executada";"saída";"1";"4.958,50";"6,00";"0,12";"60,00"
"13576424201";"12/12/2023 / 12:22:50";"WDOF24";"V";"1";"4.964,50";"executada";"entrada";"1";"4.964,50";"-";"-";"-"
"13576424199";"12/12/2023 / 12:02:36";"WDOF24";"V";"1";"4.965,00";"executada";"saída";"1";"4.965,00";"6,00";"0,12";"60,00"
"13576424197";"12/12/2023 / 12:02:23";"WDOF24";"C";"1";"4.959,00";"executada";"entrada";"1";"4.959,00";"-";"-";"-"
"13576424195";"12/12/2023 / 11:45:29";"WDOF24";"C";"1";"4.958,00";"executada";"saída";"1";"4.958,00";"6,00";"0,12";"60,00"
"13576424193";"12/12/2023 / 11:45:26";"WDOF24";"V";"1";"4.964,00";"executada";"entrada";"1";"4.964,00";"-";"-";"-"
"13576424190";"12/12/2023 / 10:31:23";"WDOF24";"V";"2";"4.938,50";"executada";"saída";"2";"4.938,50";"6,00";"0,12";"120,00"
"13576424188";"12/12/2023 / 10:30:16";"WDOF24";"C";"1";"4.935,00";"executada";"entrada";"1";"4.935,00";"-";"-";"-"
"13576424186";"12/12/2023 / 10:30:16";"WDOF24";"C";"1";"4.930,00";"executada";"entrada";"1";"4.930,00";"-";"-";"-"
"13576424184";"12/12/2023 / 10:20:36";"WDOF24";"C";"8";"4.936,00";"executada";"saída";"8";"4.936,00";"5,13";"0,10";"410,00"
"13576424182";"12/12/2023 / 09:50:48";"WDOF24";"V";"4";"4.946,00";"executada";"entrada";"4";"4.946,00";"-";"-";"-"
"13576424180";"12/12/2023 / 09:48:31";"WDOF24";"V";"2";"4.941,00";"executada";"entrada";"2";"4.941,00";"-";"-";"-"
"13576424178";"12/12/2023 / 09:45:31";"WDOF24";"V";"1";"4.932,00";"executada";"entrada";"1";"4.932,00";"-";"-";"-"
"13576424176";"12/12/2023 / 09:45:31";"WDOF24";"V";"1";"4.931,00";"executada";"entrada";"1";"4.931,00";"-";"-";"-"
"13576424173";"12/12/2023 / 09:45:31";"WDOF24";"V";"1";"4.936,00";"executada";"saída";"1";"4.936,00";"5,50";"0,11";"55,00"
"13576424171";"12/12/2023 / 09:35:04";"WDOF24";"C";"1";"4.930,50";"executada";"entrada";"1";"4.930,50";"-";"-";"-"
"13576424169";"12/12/2023 / 09:17:00";"WDOF24";"C";"1";"4.930,00";"executada";"saída";"1";"4.930,00";"6,00";"0,12";"60,00"
"13576424167";"12/12/2023 / 09:16:25";"WDOF24";"V";"1";"4.936,00";"executada";"entrada";"1";"4.936,00";"-";"-";"-"
"13576424165";"12/12/2023 / 09:16:24";"WDOF24";"V";"1";"4.936,50";"executada";"saída";"1";"4.936,50";"2,00";"0,04";"20,00"
"13576424162";"12/12/2023 / 09:00:52";"WDOF24";"C";"1";"4.934,50";"executada";"entrada";"1";"4.934,50";"-";"-";"-"
"13576424160";"11/12/2023 / 12:27:11";"WDOF24";"C";"2";"4.948,50";"executada";"saída";"2";"4.948,50";"4,00";"0,08";"80,00"
"13576424158";"11/12/2023 / 12:21:56";"WDOF24";"V";"4";"4.952,50";"executada";"reversão";"4";"4.952,50";"-2,00";"-0,04";"-40,00"
"13576424156";"11/12/2023 / 12:21:56";"WDOF24";"V";"1";"4.952,00";"executada";"saída";"1";"4.952,00";"-2,50";"-0,05";"-25,00"
"13576424154";"11/12/2023 / 12:21:56";"WDOF24";"V";"1";"4.957,00";"executada";"saída";"1";"4.957,00";"2,50";"0,05";"25,00"
"13576424152";"11/12/2023 / 12:05:26";"WDOF24";"C";"2";"4.949,50";"executada";"entrada";"2";"4.949,50";"-";"-";"-"
"13576424150";"11/12/2023 / 11:34:32";"WDOF24";"C";"2";"4.959,50";"executada";"entrada";"2";"4.959,50";"-";"-";"-"
"13576424148";"11/12/2023 / 11:34:32";"WDOF24";"C";"1";"4.959,50";"executada";"saída";"1";"4.959,50";"-0,50";"-0,01";"-5,00"
"13576424146";"11/12/2023 / 11:34:32";"WDOF24";"C";"1";"4.954,50";"executada";"saída";"1";"4.954,50";"4,50";"0,09";"45,00"
"13576424144";"11/12/2023 / 11:14:15";"WDOF24";"V";"2";"4.959,00";"executada";"entrada";"2";"4.959,00";"-";"-";"-"
"13576424141";"11/12/2023 / 11:14:15";"WDOF24";"V";"1";"4.957,00";"executada";"saída";"1";"4.957,00";"-2,00";"-0,04";"-20,00"
"13576424139";"11/12/2023 / 11:14:15";"WDOF24";"V";"1";"4.962,00";"executada";"saída";"1";"4.962,00";"3,00";"0,06";"30,00"
"13576424137";"11/12/2023 / 10:55:34";"WDOF24";"C";"1";"4.961,50";"executada";"entrada";"1";"4.961,50";"-";"-";"-"
"13576424135";"11/12/2023 / 10:55:34";"WDOF24";"C";"1";"4.956,50";"executada";"entrada";"1";"4.956,50";"-";"-";"-"
"13576424133";"11/12/2023 / 10:14:00";"WDOF24";"V";"1";"4.952,50";"executada";"saída";"1";"4.952,50";"6,00";"0,12";"60,00"
"13576424131";"11/12/2023 / 10:13:59";"WDOF24";"C";"1";"4.946,50";"executada";"entrada";"1";"4.946,50";"-";"-";"-"
"13576424129";"11/12/2023 / 09:09:55";"WDOF24";"C";"4";"4.941,50";"executada";"saída";"4";"4.941,50";"5,75";"0,12";"230,00"
"13576424127";"11/12/2023 / 09:06:55";"WDOF24";"V";"2";"4.951,00";"executada";"entrada";"2";"4.951,00";"-";"-";"-"
"13576424125";"11/12/2023 / 09:00:51";"WDOF24";"V";"1";"4.941,00";"executada";"entrada";"1";"4.941,00";"-";"-";"-"
"13576424122";"11/12/2023 / 09:00:51";"WDOF24";"V";"1";"4.946,00";"executada";"entrada";"1";"4.946,00";"-";"-";"-"
"13576424120";"08/12/2023 / 12:12:39";"WDOF24";"V";"2";"4.922,50";"executada";"saída";"2";"4.922,50";"6,00";"0,12";"120,00"
"13576424118";"08/12/2023 / 12:00:00";"WDOF24";"C";"1";"4.919,00";"executada";"entrada";"1";"4.919,00";"-";"-";"-"
"13576424116";"08/12/2023 / 12:00:00";"WDOF24";"C";"1";"4.914,00";"executada";"entrada";"1";"4.914,00";"-";"-";"-"
"13576424114";"08/12/2023 / 11:23:12";"WDOF24";"V";"1";"4.941,00";"executada";"saída";"1";"4.941,00";"6,00";"0,12";"60,00"
"13576424112";"08/12/2023 / 11:23:12";"WDOF24";"C";"1";"4.935,00";"executada";"entrada";"1";"4.935,00";"-";"-";"-"
"13576424109";"08/12/2023 / 10:47:55";"WDOF24";"V";"1";"4.918,00";"executada";"saída";"1";"4.918,00";"6,00";"0,12";"60,00"
"13576424107";"08/12/2023 / 10:47:33";"WDOF24";"C";"1";"4.912,00";"executada";"entrada";"1";"4.912,00";"-";"-";"-"
"13576424105";"08/12/2023 / 10:30:50";"WDOF24";"V";"1";"4.931,50";"executada";"saída";"1";"4.931,50";"6,00";"0,12";"60,00"
"13576424103";"08/12/2023 / 10:30:50";"WDOF24";"C";"1";"4.925,50";"executada";"entrada";"1";"4.925,50";"-";"-";"-"
"13576424101";"08/12/2023 / 10:30:03";"WDOF24";"V";"1";"4.934,00";"executada";"saída";"1";"4.934,00";"3,50";"0,07";"35,00"
"13576424099";"08/12/2023 / 10:30:03";"WDOF24";"C";"2";"4.930,50";"executada";"reversão";"2";"4.930,50";"8,50";"0,17";"85,00"
"13576424097";"08/12/2023 / 10:30:03";"WDOF24";"V";"1";"4.939,00";"executada";"entrada";"1";"4.939,00";"-";"-";"-"
"13576424095";"08/12/2023 / 10:30:02";"WDOF24";"C";"2";"4.932,00";"executada";"saída";"2";"4.932,00";"6,00";"0,12";"120,00"
"13576424093";"08/12/2023 / 10:30:01";"WDOF24";"V";"1";"4.935,50";"executada";"entrada";"1";"4.935,50";"-";"-";"-"
"13576424091";"08/12/2023 / 10:30:01";"WDOF24";"V";"1";"4.940,50";"executada";"entrada";"1";"4.940,50";"-";"-";"-"
"13576424089";"08/12/2023 / 10:29:59";"WDOF24";"C";"4";"4.916,50";"executada";"saída";"4";"4.916,50";"3,55";"0,07";"141,80"
"13576424087";"08/12/2023 / 10:29:59";"WDOF24";"C";"1";"4.916,50";"executada";"saída";"1";"4.916,50";"3,55";"0,07";"35,45"
"13576424085";"08/12/2023 / 10:29:59";"WDOF24";"V";"2";"4.920,00";"executada";"entrada";"2";"4.920,00";"-";"-";"-"
"13576424083";"08/12/2023 / 10:29:59";"WDOF24";"C";"1";"4.911,50";"executada";"saída";"1";"4.911,50";"8,58";"0,17";"85,75"
"13576424081";"08/12/2023 / 10:29:59";"WDOF24";"C";"1";"4.918,00";"executada";"saída";"1";"4.918,00";"2,08";"0,04";"20,75"
"13576424079";"08/12/2023 / 10:29:59";"WDOF24";"V";"2";"4.921,50";"executada";"entrada";"2";"4.921,50";"-";"-";"-"
"13576424077";"08/12/2023 / 10:29:59";"WDOF24";"C";"1";"4.913,00";"executada";"saída";"1";"4.913,00";"6,13";"0,12";"61,25"
"13576424075";"08/12/2023 / 09:55:40";"WDOF24";"V";"2";"4.923,00";"executada";"entrada";"2";"4.923,00";"-";"-";"-"
"13576424072";"08/12/2023 / 09:44:00";"WDOF24";"V";"1";"4.918,00";"executada";"entrada";"1";"4.918,00";"-";"-";"-"
"13576424070";"08/12/2023 / 09:43:56";"WDOF24";"V";"1";"4.912,50";"executada";"entrada";"1";"4.912,50";"-";"-";"-"
"13576424068";"08/12/2023 / 09:43:56";"WDOF24";"V";"1";"4.913,00";"executada";"saída";"1";"4.913,00";"3,50";"0,07";"35,00"
"13576424066";"08/12/2023 / 09:20:49";"WDOF24";"C";"1";"4.909,50";"executada";"entrada";"1";"4.909,50";"-";"-";"-"
"13576424063";"08/12/2023 / 09:00:56";"WDOF24";"V";"1";"4.917,00";"executada";"saída";"1";"4.917,00";"6,00";"0,12";"60,00"
"13576424061";"08/12/2023 / 09:00:55";"WDOF24";"C";"1";"4.911,00";"executada";"entrada";"1";"4.911,00";"-";"-";"-"
"13576424059";"08/12/2023 / 09:00:34";"WDOF24";"C";"1";"4.905,50";"executada";"saída";"1";"4.905,50";"6,00";"0,12";"60,00"
"13576424055";"08/12/2023 / 09:00:34";"WDOF24";"V";"1";"4.911,50";"executada";"entrada";"1";"4.911,50";"-";"-";"-"
"13576424053";"07/12/2023 / 13:44:20";"WDOF24";"C";"8";"4.918,00";"executada";"saída";"8";"4.918,00";"-10,38";"-0,21";"-830,00"
"13576424051";"07/12/2023 / 11:28:27";"WDOF24";"V";"4";"4.912,50";"executada";"entrada";"4";"4.912,50";"-";"-";"-"
"13576424049";"07/12/2023 / 11:03:31";"WDOF24";"V";"2";"4.907,50";"executada";"entrada";"2";"4.907,50";"-";"-";"-"
"13576424045";"07/12/2023 / 11:00:42";"WDOF24";"V";"1";"4.898,50";"executada";"entrada";"1";"4.898,50";"-";"-";"-"
"13576424042";"07/12/2023 / 11:00:42";"WDOF24";"V";"1";"4.897,50";"executada";"entrada";"1";"4.897,50";"-";"-";"-"
"13576424040";"07/12/2023 / 11:00:42";"WDOF24";"V";"1";"4.902,50";"executada";"saída";"1";"4.902,50";"9,50";"0,19";"95,00"
"13576424037";"07/12/2023 / 10:40:48";"WDOF24";"C";"1";"4.893,00";"executada";"entrada";"1";"4.893,00";"-";"-";"-"
"13576424035";"07/12/2023 / 10:40:48";"WDOF24";"C";"1";"4.894,00";"executada";"saída";"1";"4.894,00";"6,50";"0,13";"65,00"
"13576424033";"07/12/2023 / 10:30:05";"WDOF24";"V";"8";"4.900,50";"executada";"reversão";"8";"4.900,50";"-2,88";"-0,06";"-201,25"
"13576424031";"07/12/2023 / 10:30:05";"WDOF24";"V";"1";"4.898,50";"executada";"saída";"1";"4.898,50";"-4,88";"-0,10";"-48,75"
"13576424029";"07/12/2023 / 09:44:37";"WDOF24";"C";"4";"4.899,00";"executada";"entrada";"4";"4.899,00";"-";"-";"-"
"13576424027";"07/12/2023 / 09:36:11";"WDOF24";"C";"2";"4.904,00";"executada";"entrada";"2";"4.904,00";"-";"-";"-"
"13576424024";"07/12/2023 / 09:34:56";"WDOF24";"C";"1";"4.914,00";"executada";"entrada";"1";"4.914,00";"-";"-";"-"
"13576424022";"07/12/2023 / 09:34:56";"WDOF24";"C";"1";"4.909,00";"executada";"entrada";"1";"4.909,00";"-";"-";"-"
"13576424021";"07/12/2023 / 09:01:17";"WDOF24";"V";"2";"4.912,50";"executada";"saída";"2";"4.912,50";"6,00";"0,12";"120,00"
"13576424018";"07/12/2023 / 09:00:43";"WDOF24";"C";"1";"4.909,00";"executada";"entrada";"1";"4.909,00";"-";"-";"-"
"13576424016";"07/12/2023 / 09:00:43";"WDOF24";"C";"1";"4.904,00";"executada";"entrada";"1";"4.904,00";"-";"-";"-"
"13576424014";"06/12/2023 / 16:10:50";"WDOF24";"V";"8";"4.910,00";"executada";"saída";"8";"4.910,00";"-1,88";"-0,04";"-150,00"
"13576424012";"06/12/2023 / 11:01:42";"WDOF24";"C";"4";"4.907,50";"executada";"entrada";"4";"4.907,50";"-";"-";"-"
"13576424010";"06/12/2023 / 10:24:43";"WDOF24";"C";"2";"4.912,50";"executada";"entrada";"2";"4.912,50";"-";"-";"-"
"13576424009";"06/12/2023 / 10:15:47";"WDOF24";"C";"1";"4.922,50";"executada";"entrada";"1";"4.922,50";"-";"-";"-"
"13576424008";"06/12/2023 / 10:15:47";"WDOF24";"C";"1";"4.917,50";"executada";"entrada";"1";"4.917,50";"-";"-";"-"
"13576424007";"06/12/2023 / 10:14:34";"WDOF24";"V";"2";"4.929,50";"executada";"saída";"2";"4.929,50";"2,17";"0,04";"43,33"
"13576424006";"06/12/2023 / 10:14:34";"WDOF24";"V";"1";"4.931,00";"executada";"saída";"1";"4.931,00";"3,67";"0,07";"36,67"
"13576424005";"06/12/2023 / 10:14:34";"WDOF24";"C";"1";"4.925,00";"executada";"entrada";"1";"4.925,00";"-";"-";"-"
"13576424004";"06/12/2023 / 09:00:37";"WDOF24";"C";"1";"4.931,00";"executada";"entrada";"1";"4.931,00";"-";"-";"-"
"13576424003";"06/12/2023 / 09:00:37";"WDOF24";"C";"1";"4.926,00";"executada";"entrada";"1";"4.926,00";"-";"-";"-"
"13576424002";"05/12/2023 / 12:02:16";"WDOF24";"V";"8";"4.959,50";"executada";"saída";"8";"4.959,50";"5,63";"0,11";"450,00"
"13576424001";"05/12/2023 / 12:00:01";"WDOF24";"C";"1";"4.964,50";"executada";"entrada";"1";"4.964,50";"-";"-";"-"
"13576424000";"05/12/2023 / 12:00:01";"WDOF24";"C";"1";"4.959,50";"executada";"entrada";"1";"4.959,50";"-";"-";"-"
"13576423999";"05/12/2023 / 12:00:01";"WDOF24";"C";"2";"4.954,50";"executada";"entrada";"2";"4.954,50";"-";"-";"-"
"13576423998";"05/12/2023 / 12:00:01";"WDOF24";"C";"4";"4.949,50";"executada";"entrada";"4";"4.949,50";"-";"-";"-"
"13576423997";"05/12/2023 / 11:35:18";"WDOF24";"V";"1";"4.967,50";"executada";"saída";"1";"4.967,50";"6,00";"0,12";"60,00"
"13576423996";"05/12/2023 / 11:35:17";"WDOF24";"C";"1";"4.961,50";"executada";"entrada";"1";"4.961,50";"-";"-";"-"
"13576423995";"05/12/2023 / 11:31:21";"WDOF24";"C";"2";"4.962,00";"executada";"saída";"2";"4.962,00";"6,00";"0,12";"120,00"
"13576423994";"05/12/2023 / 11:23:21";"WDOF24";"V";"1";"4.970,50";"executada";"entrada";"1";"4.970,50";"-";"-";"-"
"13576423993";"05/12/2023 / 11:23:16";"WDOF24";"V";"1";"4.965,50";"executada";"entrada";"1";"4.965,50";"-";"-";"-"
"13576423992";"05/12/2023 / 10:55:16";"WDOF24";"V";"2";"4.969,00";"executada";"saída";"2";"4.969,00";"4,50";"0,09";"90,00"
"13576423991";"05/12/2023 / 10:51:32";"WDOF24";"C";"2";"4.964,50";"executada";"entrada";"2";"4.964,50";"-";"-";"-"
"13576423990";"05/12/2023 / 10:51:32";"WDOF24";"C";"1";"4.965,50";"executada";"saída";"1";"4.965,50";"2,50";"0,05";"25,00"
"13576423989";"05/12/2023 / 10:51:32";"WDOF24";"C";"1";"4.960,50";"executada";"saída";"1";"4.960,50";"7,50";"0,15";"75,00"
"13576423987";"05/12/2023 / 10:39:24";"WDOF24";"V";"1";"4.965,50";"executada";"entrada";"1";"4.965,50";"-";"-";"-"
"13576423983";"05/12/2023 / 10:39:24";"WDOF24";"V";"1";"4.970,50";"executada";"entrada";"1";"4.970,50";"-";"-";"-"
"13576423976";"05/12/2023 / 10:19:36";"WDOF24";"C";"4";"4.965,50";"executada";"saída";"4";"4.965,50";"5,75";"0,12";"230,00"
"13576423975";"05/12/2023 / 10:10:00";"WDOF24";"V";"2";"4.975,00";"executada";"entrada";"2";"4.975,00";"-";"-";"-"
"13576423974";"05/12/2023 / 10:04:57";"WDOF24";"V";"1";"4.970,00";"executada";"entrada";"1";"4.970,00";"-";"-";"-"
"13576423973";"05/12/2023 / 10:04:54";"WDOF24";"V";"1";"4.965,00";"executada";"entrada";"1";"4.965,00";"-";"-";"-"
"13576423972";"05/12/2023 / 09:57:00";"WDOF24";"V";"4";"4.966,50";"executada";"saída";"4";"4.966,50";"5,75";"0,12";"230,00"
"13576423971";"05/12/2023 / 09:50:53";"WDOF24";"C";"2";"4.957,00";"executada";"entrada";"2";"4.957,00";"-";"-";"-"
"13576423970";"05/12/2023 / 09:46:36";"WDOF24";"C";"1";"4.967,00";"executada";"entrada";"1";"4.967,00";"-";"-";"-"
"13576423969";"05/12/2023 / 09:46:36";"WDOF24";"C";"1";"4.962,00";"executada";"entrada";"1";"4.962,00";"-";"-";"-"
"13576423968";"05/12/2023 / 09:00:43";"WDOF24";"V";"1";"4.965,00";"executada";"saída";"1";"4.965,00";"6,00";"0,12";"60,00"
"13576423967";"05/12/2023 / 09:00:43";"WDOF24";"C";"1";"4.959,00";"executada";"entrada";"1";"4.959,00";"-";"-";"-"
"13576423966";"04/12/2023 / 13:14:54";"WDOF24";"C";"1";"4.938,50";"executada";"saída";"1";"4.938,50";"-4,00";"-0,08";"-40,00"
"13576423965";"04/12/2023 / 12:25:36";"WDOF24";"V";"1";"4.934,50";"executada";"entrada";"1";"4.934,50";"-";"-";"-"
"13576423964";"04/12/2023 / 11:56:45";"WDOF24";"C";"1";"4.922,00";"executada";"saída";"1";"4.922,00";"8,00";"0,16";"80,00"
"13576423963";"04/12/2023 / 11:56:44";"WDOF24";"V";"2";"4.930,00";"executada";"reversão";"2";"4.930,00";"4,50";"0,09";"45,00"
"13576423962";"04/12/2023 / 11:56:44";"WDOF24";"V";"1";"4.928,00";"executada";"saída";"1";"4.928,00";"2,50";"0,05";"25,00"
"13576423961";"04/12/2023 / 11:30:08";"WDOF24";"C";"1";"4.928,00";"executada";"entrada";"1";"4.928,00";"-";"-";"-"
"13576423960";"04/12/2023 / 11:30:08";"WDOF24";"C";"1";"4.923,00";"executada";"entrada";"1";"4.923,00";"-";"-";"-"
"13576423959";"04/12/2023 / 11:28:33";"WDOF24";"C";"8";"4.928,00";"executada";"saída";"8";"4.928,00";"-9,38";"-0,19";"-750,00"
"13576423958";"04/12/2023 / 10:33:32";"WDOF24";"V";"4";"4.923,00";"executada";"entrada";"4";"4.923,00";"-";"-";"-"
"13576423957";"04/12/2023 / 10:23:24";"WDOF24";"V";"2";"4.918,00";"executada";"entrada";"2";"4.918,00";"-";"-";"-"
"13576423956";"04/12/2023 / 10:05:58";"WDOF24";"V";"1";"4.908,00";"executada";"entrada";"1";"4.908,00";"-";"-";"-"
"13576423955";"04/12/2023 / 10:05:58";"WDOF24";"V";"1";"4.913,00";"executada";"entrada";"1";"4.913,00";"-";"-";"-"
"13576423954";"04/12/2023 / 09:08:23";"WDOF24";"C";"2";"4.903,50";"executada";"saída";"2";"4.903,50";"6,00";"0,12";"120,00"
"13576423953";"04/12/2023 / 09:00:52";"WDOF24";"V";"1";"4.907,00";"executada";"entrada";"1";"4.907,00";"-";"-";"-"
"13576423952";"04/12/2023 / 09:00:52";"WDOF24";"V";"1";"4.912,00";"executada";"entrada";"1";"4.912,00";"-";"-";"-"
"13576423951";"01/12/2023 / 15:06:51";"WDOF24";"V";"8";"4.887,50";"executada";"saída";"8";"4.887,50";"-49,88";"-1,01";"-3.990,00"
"13576423950";"01/12/2023 / 11:45:49";"WDOF24";"C";"4";"4.932,50";"executada";"entrada";"4";"4.932,50";"-";"-";"-"
"13576423949";"01/12/2023 / 11:35:41";"WDOF24";"C";"2";"4.937,50";"executada";"entrada";"2";"4.937,50";"-";"-";"-"
"13576423948";"01/12/2023 / 11:18:15";"WDOF24";"C";"8";"4.947,00";"executada";"reversão";"8";"4.947,00";"-11,88";"-0,24";"-712,50"
"13576423947";"01/12/2023 / 11:18:15";"WDOF24";"C";"1";"4.947,50";"executada";"saída";"1";"4.947,50";"-12,38";"-0,25";"-123,75"
"13576423946";"01/12/2023 / 11:18:15";"WDOF24";"C";"1";"4.942,50";"executada";"saída";"1";"4.942,50";"-7,38";"-0,15";"-73,75"
"13576423945";"01/12/2023 / 09:45:12";"WDOF24";"V";"4";"4.939,50";"executada";"entrada";"4";"4.939,50";"-";"-";"-"
"13576423944";"01/12/2023 / 09:32:01";"WDOF24";"V";"2";"4.934,50";"executada";"entrada";"2";"4.934,50";"-";"-";"-"
"13576423943";"01/12/2023 / 09:28:38";"WDOF24";"V";"1";"4.924,50";"executada";"entrada";"1";"4.924,50";"-";"-";"-"
"13576423942";"01/12/2023 / 09:28:38";"WDOF24";"V";"1";"4.929,50";"executada";"entrada";"1";"4.929,50";"-";"-";"-"
"13576423941";"01/12/2023 / 09:01:25";"WDOF24";"V";"4";"4.927,50";"executada";"saída";"4";"4.927,50";"5,75";"0,12";"230,00"
"13576423940";"01/12/2023 / 09:01:02";"WDOF24";"C";"2";"4.918,00";"executada";"entrada";"2";"4.918,00";"-";"-";"-"
"13576423939";"01/12/2023 / 09:00:44";"WDOF24";"C";"1";"4.928,00";"executada";"entrada";"1";"4.928,00";"-";"-";"-"
"13576423938";"01/12/2023 / 09:00:44";"WDOF24";"C";"1";"4.923,00";"executada";"entrada";"1";"4.923,00";"-";"-";"-"
"13576423937";"30/11/2023 / 12:23:37";"WDOF24";"C";"1";"4.939,00";"executada";"saída";"1";"4.939,00";"6,00";"0,12";"60,00"
"13576423936";"30/11/2023 / 12:23:37";"WDOF24";"V";"1";"4.945,00";"executada";"entrada";"1";"4.945,00";"-";"-";"-"
"13576423935";"30/11/2023 / 11:39:59";"WDOF24";"V";"1";"4.955,50";"executada";"saída";"1";"4.955,50";"6,00";"0,12";"60,00"
"13576423934";"30/11/2023 / 11:39:59";"WDOF24";"C";"1";"4.949,50";"executada";"entrada";"1";"4.949,50";"-";"-";"-"
"13576423933";"30/11/2023 / 10:30:27";"WDOF24";"C";"1";"4.937,50";"executada";"saída";"1";"4.937,50";"6,00";"0,12";"60,00"
"13576423932";"30/11/2023 / 10:30:27";"WDOF24";"V";"1";"4.943,50";"executada";"entrada";"1";"4.943,50";"-";"-";"-"
"13576423931";"30/11/2023 / 09:36:49";"WDOF24";"C";"1";"4.937,00";"executada";"saída";"1";"4.937,00";"6,00";"0,12";"60,00"
"13576423930";"30/11/2023 / 09:36:49";"WDOF24";"V";"1";"4.943,00";"executada";"entrada";"1";"4.943,00";"-";"-";"-"
"13576423929";"30/11/2023 / 09:19:40";"WDOF24";"V";"1";"4.947,00";"executada";"saída";"1";"4.947,00";"6,00";"0,12";"60,00"
