#;Data/Hora;Ativo;C/V;Quantidade;Preço limite;Status;Tipo;Quantidade executada;Preço médio;Resultado (Abs.);Resultado %;Resultado (R$)
"13618983382";"25/06/2025 / 11:01:46";"WDON25";"V";"1";"5.553,50";"executada";"entrada";"1";"5.553,50";"-";"-";"-"
"13618983378";"25/06/2025 / 11:01:46";"WDON25";"C";"2";"5.545,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618983341";"25/06/2025 / 11:01:46";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.548,50";"-";"-";"-"
"13618980544";"25/06/2025 / 10:49:05";"WDON25";"C";"2";"5.532,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618979539";"25/06/2025 / 10:46:41";"WDON25";"C";"1";"5.537,50";"executada";"entrada";"1";"5.537,50";"-";"-";"-"
"13618979536";"25/06/2025 / 10:46:40";"WDON25";"V";"2";"5.546,00";"executada";"saída";"2";"5.546,00";"6,00";"0,11";"120,00"
"13618979528";"25/06/2025 / 10:46:39";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.542,50";"-";"-";"-"
"13618979499";"25/06/2025 / 10:46:38";"WDON25";"C";"1";"0,00";"executada";"saída";"1";"5.543,00";"4,00";"0,07";"40,00"
"13618971031";"25/06/2025 / 10:19:29";"WDON25";"V";"1";"5.552,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618971027";"25/06/2025 / 10:19:29";"WDON25";"C";"1";"5.541,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618971005";"25/06/2025 / 10:19:28";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.547,00";"-";"-";"-"
"13618963221";"25/06/2025 / 09:59:43";"WDON25";"C";"4";"5.530,50";"executada";"entrada";"4";"5.530,50";"-";"-";"-"
"13618961354";"25/06/2025 / 09:55:34";"WDON25";"C";"2";"5.535,50";"executada";"entrada";"2";"5.535,50";"-";"-";"-"
"13618959209";"25/06/2025 / 09:47:15";"WDON25";"C";"1";"5.540,50";"executada";"entrada";"1";"5.540,50";"-";"-";"-"
"13618959205";"25/06/2025 / 09:47:15";"WDON25";"V";"8";"5.540,50";"executada";"saída";"8";"5.540,50";"5,63";"0,10";"450,00"
"13618959192";"25/06/2025 / 09:47:15";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.545,50";"-";"-";"-"
"13618959180";"25/06/2025 / 09:47:13";"WDON25";"C";"8";"0,00";"executada";"saída";"8";"5.545,63";"-9,00";"-0,16";"-720,00"
"13618944468";"25/06/2025 / 09:08:18";"WDON25";"V";"4";"5.541,00";"executada";"entrada";"4";"5.541,00";"-";"-";"-"
"13618943568";"25/06/2025 / 09:06:55";"WDON25";"V";"2";"5.536,00";"executada";"entrada";"2";"5.536,00";"-";"-";"-"
"13618939993";"25/06/2025 / 09:01:27";"WDON25";"V";"1";"5.531,00";"executada";"entrada";"1";"5.531,00";"-";"-";"-"
"13618939991";"25/06/2025 / 09:01:27";"WDON25";"C";"8";"5.531,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618939905";"25/06/2025 / 09:01:27";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.526,00";"-";"-";"-"
"13618938624";"25/06/2025 / 09:00:46";"WDON25";"C";"1";"5.511,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618938622";"25/06/2025 / 09:00:46";"WDON25";"V";"1";"5.522,00";"executada";"saída";"1";"5.522,00";"6,00";"0,11";"60,00"
"13618938569";"25/06/2025 / 09:00:45";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.516,00";"-";"-";"-"
"13618917510";"24/06/2025 / 14:20:30";"WDON25";"C";"4";"0,00";"executada";"saída";"4";"5.508,50";"0,25";"0,00";"10,00"
"13618911701";"24/06/2025 / 13:13:39";"WDON25";"V";"4";"5.517,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618905750";"24/06/2025 / 12:27:37";"WDON25";"V";"2";"5.512,50";"executada";"entrada";"2";"5.512,50";"-";"-";"-"
"13618904239";"24/06/2025 / 12:18:50";"WDON25";"V";"1";"5.507,50";"executada";"entrada";"1";"5.507,50";"-";"-";"-"
"13618904238";"24/06/2025 / 12:18:50";"WDON25";"C";"4";"5.503,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618904224";"24/06/2025 / 12:18:50";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.502,50";"-";"-";"-"
"13618889851";"24/06/2025 / 11:35:09";"WDON25";"C";"4";"5.482,50";"executada";"entrada";"4";"5.482,50";"-";"-";"-"
"13618888571";"24/06/2025 / 11:32:13";"WDON25";"C";"2";"5.487,50";"executada";"entrada";"2";"5.487,50";"-";"-";"-"
"13618883948";"24/06/2025 / 11:16:27";"WDON25";"C";"1";"5.492,50";"executada";"entrada";"1";"5.492,50";"-";"-";"-"
"13618883945";"24/06/2025 / 11:16:27";"WDON25";"V";"8";"5.492,50";"executada";"saída";"8";"5.492,50";"5,63";"0,10";"450,00"
"13618883926";"24/06/2025 / 11:16:27";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.497,50";"-";"-";"-"
"13618847768";"24/06/2025 / 09:32:42";"WDON25";"C";"1";"5.488,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618847767";"24/06/2025 / 09:32:42";"WDON25";"V";"1";"5.499,50";"executada";"saída";"1";"5.499,50";"6,00";"0,11";"60,00"
"13618847730";"24/06/2025 / 09:32:41";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.493,50";"-";"-";"-"
"13618832004";"24/06/2025 / 09:00:47";"WDON25";"C";"1";"5.479,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618832001";"24/06/2025 / 09:00:47";"WDON25";"V";"1";"5.490,00";"executada";"saída";"1";"5.490,00";"6,00";"0,11";"60,00"
"13618831849";"24/06/2025 / 09:00:46";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.484,00";"-";"-";"-"
"13618794877";"23/06/2025 / 12:42:15";"WDON25";"V";"2";"0,00";"executada";"saída";"2";"5.515,25";"4,25";"0,08";"85,00"
"13618790406";"23/06/2025 / 12:10:31";"WDON25";"C";"2";"5.503,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618789354";"23/06/2025 / 12:07:54";"WDON25";"C";"1";"5.508,50";"executada";"entrada";"1";"5.508,50";"-";"-";"-"
"13618789348";"23/06/2025 / 12:07:54";"WDON25";"V";"2";"5.517,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618789319";"23/06/2025 / 12:07:53";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.513,50";"-";"-";"-"
"13618784675";"23/06/2025 / 11:39:59";"WDON25";"V";"1";"5.534,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618784673";"23/06/2025 / 11:39:59";"WDON25";"C";"1";"5.523,00";"executada";"saída";"1";"5.523,00";"6,00";"0,11";"60,00"
"13618784637";"23/06/2025 / 11:39:58";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.529,00";"-";"-";"-"
"13618779055";"23/06/2025 / 11:12:20";"WDON25";"C";"4";"5.518,00";"executada";"entrada";"4";"5.518,00";"-";"-";"-"
"13618778200";"23/06/2025 / 11:11:03";"WDON25";"C";"2";"5.523,00";"executada";"entrada";"2";"5.523,00";"-";"-";"-"
"13618777582";"23/06/2025 / 11:10:18";"WDON25";"C";"1";"5.528,00";"executada";"entrada";"1";"5.528,00";"-";"-";"-"
"13618777581";"23/06/2025 / 11:10:18";"WDON25";"V";"8";"5.528,00";"executada";"saída";"8";"5.528,00";"5,63";"0,10";"450,00"
"13618777568";"23/06/2025 / 11:10:17";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.533,00";"-";"-";"-"
"13618777521";"23/06/2025 / 11:10:16";"WDON25";"C";"4";"0,00";"executada";"saída";"4";"5.533,50";"-0,25";"-0,00";"-10,00"
"13618773137";"23/06/2025 / 10:55:47";"WDON25";"V";"4";"5.542,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618771862";"23/06/2025 / 10:49:36";"WDON25";"V";"2";"5.537,00";"executada";"entrada";"2";"5.537,00";"-";"-";"-"
"13618764337";"23/06/2025 / 10:29:45";"WDON25";"V";"1";"5.532,00";"executada";"entrada";"1";"5.532,00";"-";"-";"-"
"13618764332";"23/06/2025 / 10:29:45";"WDON25";"C";"4";"5.527,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618764313";"23/06/2025 / 10:29:45";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.527,00";"-";"-";"-"
"13618764284";"23/06/2025 / 10:29:44";"WDON25";"V";"4";"0,00";"executada";"saída";"4";"5.527,00";"2,25";"0,04";"90,00"
"13618759533";"23/06/2025 / 10:13:44";"WDON25";"C";"4";"5.516,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618756234";"23/06/2025 / 10:08:48";"WDON25";"C";"2";"5.521,00";"executada";"entrada";"2";"5.521,00";"-";"-";"-"
"13618752760";"23/06/2025 / 09:58:34";"WDON25";"C";"1";"5.526,00";"executada";"entrada";"1";"5.526,00";"-";"-";"-"
"13618752754";"23/06/2025 / 09:58:34";"WDON25";"V";"4";"5.530,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618752737";"23/06/2025 / 09:58:33";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.531,00";"-";"-";"-"
"13618746204";"23/06/2025 / 09:32:10";"WDON25";"C";"1";"5.531,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618746199";"23/06/2025 / 09:32:10";"WDON25";"V";"1";"5.542,50";"executada";"saída";"1";"5.542,50";"6,00";"0,11";"60,00"
"13618746155";"23/06/2025 / 09:32:09";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.536,50";"-";"-";"-"
"13618745385";"23/06/2025 / 09:30:48";"WDON25";"V";"1";"5.551,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618745360";"23/06/2025 / 09:30:48";"WDON25";"C";"1";"5.540,50";"executada";"saída";"1";"5.540,50";"6,00";"0,11";"60,00"
"13618745210";"23/06/2025 / 09:30:47";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.546,50";"-";"-";"-"
"13618737466";"23/06/2025 / 09:08:39";"WDON25";"V";"4";"5.557,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618734772";"23/06/2025 / 09:04:38";"WDON25";"V";"2";"5.552,00";"executada";"entrada";"2";"5.552,00";"-";"-";"-"
"13618731211";"23/06/2025 / 09:00:43";"WDON25";"V";"1";"5.547,00";"executada";"entrada";"1";"5.547,00";"-";"-";"-"
"13618731201";"23/06/2025 / 09:00:43";"WDON25";"C";"4";"5.542,50";"executada";"saída";"4";"5.542,50";"5,75";"0,10";"230,00"
"13618731153";"23/06/2025 / 09:00:42";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.542,00";"-";"-";"-"
"13618699724";"20/06/2025 / 12:39:23";"WDON25";"C";"8";"0,00";"executada";"saída";"8";"5.520,38";"-3,75";"-0,07";"-300,00"
"13618691620";"20/06/2025 / 11:56:59";"WDON25";"V";"4";"5.521,00";"executada";"entrada";"4";"5.521,00";"-";"-";"-"
"13618688156";"20/06/2025 / 11:40:46";"WDON25";"V";"2";"5.516,00";"executada";"entrada";"2";"5.516,00";"-";"-";"-"
"13618686020";"20/06/2025 / 11:34:25";"WDON25";"V";"1";"5.511,00";"executada";"entrada";"1";"5.511,00";"-";"-";"-"
"13618686017";"20/06/2025 / 11:34:25";"WDON25";"C";"8";"5.511,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618686001";"20/06/2025 / 11:34:24";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.506,00";"-";"-";"-"
"13618680940";"20/06/2025 / 11:12:46";"WDON25";"C";"2";"5.486,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618678559";"20/06/2025 / 11:00:15";"WDON25";"C";"1";"5.491,00";"executada";"entrada";"1";"5.491,00";"-";"-";"-"
"13618678556";"20/06/2025 / 11:00:15";"WDON25";"V";"2";"5.499,50";"executada";"saída";"2";"5.499,50";"6,00";"0,11";"120,00"
"13618678526";"20/06/2025 / 11:00:11";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.496,00";"-";"-";"-"
"13618674584";"20/06/2025 / 10:41:06";"WDON25";"V";"2";"5.509,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618672921";"20/06/2025 / 10:37:18";"WDON25";"V";"1";"5.504,00";"executada";"entrada";"1";"5.504,00";"-";"-";"-"
"13618672914";"20/06/2025 / 10:37:18";"WDON25";"C";"2";"5.495,50";"executada";"saída";"2";"5.495,50";"6,00";"0,11";"120,00"
"13618672885";"20/06/2025 / 10:37:18";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.499,00";"-";"-";"-"
"13618658713";"20/06/2025 / 09:44:31";"WDON25";"V";"1";"5.512,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618658708";"20/06/2025 / 09:44:31";"WDON25";"C";"1";"5.501,00";"executada";"saída";"1";"5.501,00";"6,00";"0,11";"60,00"
"13618658668";"20/06/2025 / 09:44:30";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.507,00";"-";"-";"-"
"13618638000";"20/06/2025 / 09:01:12";"WDON25";"C";"2";"5.475,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618636371";"20/06/2025 / 09:00:54";"WDON25";"C";"1";"5.480,50";"executada";"entrada";"1";"5.480,50";"-";"-";"-"
"13618636357";"20/06/2025 / 09:00:54";"WDON25";"V";"2";"5.489,00";"executada";"saída";"2";"5.489,00";"6,00";"0,11";"120,00"
"13618636212";"20/06/2025 / 09:00:53";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.485,50";"-";"-";"-"
"13618603056";"18/06/2025 / 14:01:34";"WDON25";"C";"8";"0,00";"executada";"saída";"8";"5.516,94";"-7,81";"-0,14";"-625,00"
"13618589655";"18/06/2025 / 12:25:41";"WDON25";"V";"4";"5.513,50";"executada";"entrada";"4";"5.513,50";"-";"-";"-"
"13618587479";"18/06/2025 / 12:11:47";"WDON25";"V";"2";"5.508,50";"executada";"entrada";"2";"5.508,50";"-";"-";"-"
"13618580918";"18/06/2025 / 11:38:16";"WDON25";"V";"1";"5.503,50";"executada";"entrada";"1";"5.503,50";"-";"-";"-"
"13618580915";"18/06/2025 / 11:38:16";"WDON25";"C";"8";"5.503,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618580909";"18/06/2025 / 11:38:15";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.498,50";"-";"-";"-"
"13618580895";"18/06/2025 / 11:38:14";"WDON25";"V";"1";"0,00";"executada";"saída";"1";"5.498,50";"4,00";"0,07";"40,00"
"13618579976";"18/06/2025 / 11:34:15";"WDON25";"C";"1";"5.489,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618579972";"18/06/2025 / 11:34:15";"WDON25";"V";"1";"5.500,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618579963";"18/06/2025 / 11:34:14";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.494,50";"-";"-";"-"
"13618573756";"18/06/2025 / 11:04:44";"WDON25";"C";"2";"5.483,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618572338";"18/06/2025 / 11:02:50";"WDON25";"C";"1";"5.488,50";"executada";"entrada";"1";"5.488,50";"-";"-";"-"
"13618572332";"18/06/2025 / 11:02:50";"WDON25";"V";"2";"5.497,00";"executada";"saída";"2";"5.497,00";"6,00";"0,11";"120,00"
"13618572306";"18/06/2025 / 11:02:50";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.493,50";"-";"-";"-"
"13618566464";"18/06/2025 / 10:42:54";"WDON25";"V";"1";"5.504,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618566456";"18/06/2025 / 10:42:54";"WDON25";"C";"1";"5.493,50";"executada";"saída";"1";"5.493,50";"6,00";"0,11";"60,00"
"13618566424";"18/06/2025 / 10:42:54";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.499,50";"-";"-";"-"
"13618543818";"18/06/2025 / 09:46:23";"WDON25";"V";"4";"5.528,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618542370";"18/06/2025 / 09:43:41";"WDON25";"V";"2";"5.523,00";"executada";"entrada";"2";"5.523,00";"-";"-";"-"
"13618540577";"18/06/2025 / 09:37:50";"WDON25";"V";"1";"5.518,00";"executada";"entrada";"1";"5.518,00";"-";"-";"-"
"13618540563";"18/06/2025 / 09:37:50";"WDON25";"C";"4";"5.513,50";"executada";"saída";"4";"5.513,50";"5,75";"0,10";"230,00"
"13618540506";"18/06/2025 / 09:37:49";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.513,00";"-";"-";"-"
"13618534030";"18/06/2025 / 09:17:32";"WDON25";"V";"1";"5.511,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618534022";"18/06/2025 / 09:17:32";"WDON25";"C";"1";"5.500,50";"executada";"saída";"1";"5.500,50";"6,00";"0,11";"60,00"
"13618533996";"18/06/2025 / 09:17:31";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.506,50";"-";"-";"-"
"13618528805";"18/06/2025 / 09:06:05";"WDON25";"C";"4";"5.490,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618523945";"18/06/2025 / 09:01:34";"WDON25";"C";"2";"5.495,50";"executada";"entrada";"2";"5.495,50";"-";"-";"-"
"13618523122";"18/06/2025 / 09:01:03";"WDON25";"C";"1";"5.500,50";"executada";"entrada";"1";"5.500,50";"-";"-";"-"
"13618523113";"18/06/2025 / 09:01:02";"WDON25";"V";"4";"5.505,00";"executada";"saída";"4";"5.505,00";"5,75";"0,10";"230,00"
"13618522829";"18/06/2025 / 09:01:00";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.505,50";"-";"-";"-"
"13618490248";"17/06/2025 / 13:29:37";"WDON25";"V";"4";"0,00";"executada";"saída";"4";"5.491,00";"-0,75";"-0,01";"-30,00"
"13618486686";"17/06/2025 / 13:01:27";"WDON25";"C";"4";"5.483,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618484849";"17/06/2025 / 12:51:28";"WDON25";"C";"2";"5.488,00";"executada";"entrada";"2";"5.488,00";"-";"-";"-"
"13618474543";"17/06/2025 / 11:48:20";"WDON25";"C";"1";"5.493,00";"executada";"entrada";"1";"5.493,00";"-";"-";"-"
"13618474535";"17/06/2025 / 11:48:19";"WDON25";"V";"4";"5.497,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618474507";"17/06/2025 / 11:48:18";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.498,00";"-";"-";"-"
"13618462417";"17/06/2025 / 10:56:54";"WDON25";"C";"4";"5.477,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618453779";"17/06/2025 / 10:26:15";"WDON25";"C";"2";"5.482,00";"executada";"entrada";"2";"5.482,00";"-";"-";"-"
"13618451463";"17/06/2025 / 10:17:53";"WDON25";"C";"1";"5.487,00";"executada";"entrada";"1";"5.487,00";"-";"-";"-"
"13618451454";"17/06/2025 / 10:17:53";"WDON25";"V";"4";"5.491,50";"executada";"saída";"4";"5.491,50";"5,75";"0,10";"230,00"
"13618451331";"17/06/2025 / 10:17:52";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.492,00";"-";"-";"-"
"13618438228";"17/06/2025 / 09:36:48";"WDON25";"V";"1";"5.518,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618438225";"17/06/2025 / 09:36:48";"WDON25";"C";"1";"5.507,00";"executada";"saída";"1";"5.507,00";"6,00";"0,11";"60,00"
"13618438202";"17/06/2025 / 09:36:47";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.513,00";"-";"-";"-"
"13618420477";"17/06/2025 / 09:00:49";"WDON25";"V";"1";"5.513,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618420476";"17/06/2025 / 09:00:49";"WDON25";"C";"1";"5.502,00";"executada";"saída";"1";"5.502,00";"6,00";"0,11";"60,00"
"13618420452";"17/06/2025 / 09:00:48";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.508,00";"-";"-";"-"
"13618391069";"16/06/2025 / 12:13:11";"WDON25";"V";"4";"5.535,00";"executada";"entrada";"4";"5.535,00";"-";"-";"-"
"13618390449";"16/06/2025 / 12:10:18";"WDON25";"V";"2";"5.530,00";"executada";"entrada";"2";"5.530,00";"-";"-";"-"
"13618388584";"16/06/2025 / 11:56:53";"WDON25";"V";"1";"5.525,00";"executada";"entrada";"1";"5.525,00";"-";"-";"-"
"13618388581";"16/06/2025 / 11:56:53";"WDON25";"C";"8";"5.525,00";"executada";"saída";"8";"5.525,00";"5,63";"0,10";"450,00"
"13618388566";"16/06/2025 / 11:56:52";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.520,00";"-";"-";"-"
"13618380458";"16/06/2025 / 11:10:55";"WDON25";"V";"1";"5.529,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618380452";"16/06/2025 / 11:10:54";"WDON25";"C";"1";"5.518,00";"executada";"saída";"1";"5.518,00";"6,00";"0,11";"60,00"
"13618380442";"16/06/2025 / 11:10:54";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.524,00";"-";"-";"-"
"13618380421";"16/06/2025 / 11:10:53";"WDON25";"V";"1";"0,00";"executada";"saída";"1";"5.523,50";"3,00";"0,05";"30,00"
"13618376742";"16/06/2025 / 10:56:34";"WDON25";"C";"1";"5.515,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618376737";"16/06/2025 / 10:56:34";"WDON25";"V";"1";"5.526,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618376712";"16/06/2025 / 10:56:34";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.520,50";"-";"-";"-"
"13618349516";"16/06/2025 / 09:27:50";"WDON25";"C";"4";"5.523,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618348287";"16/06/2025 / 09:21:28";"WDON25";"C";"2";"5.528,00";"executada";"entrada";"2";"5.528,00";"-";"-";"-"
"13618344582";"16/06/2025 / 09:12:30";"WDON25";"C";"1";"5.533,00";"executada";"entrada";"1";"5.533,00";"-";"-";"-"
"13618344578";"16/06/2025 / 09:12:30";"WDON25";"V";"4";"5.537,50";"executada";"saída";"4";"5.537,50";"5,75";"0,10";"230,00"
"13618344524";"16/06/2025 / 09:12:30";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.538,00";"-";"-";"-"
"13618336572";"16/06/2025 / 09:00:49";"WDON25";"C";"1";"5.540,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618336556";"16/06/2025 / 09:00:49";"WDON25";"V";"1";"5.551,00";"executada";"saída";"1";"5.551,00";"6,00";"0,11";"60,00"
"13618336423";"16/06/2025 / 09:00:48";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.545,00";"-";"-";"-"
"13618298710";"13/06/2025 / 12:34:45";"WDON25";"V";"4";"0,00";"executada";"saída";"4";"5.562,50";"-1,25";"-0,02";"-50,00"
"13618296345";"13/06/2025 / 12:20:18";"WDON25";"C";"4";"5.555,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618294654";"13/06/2025 / 12:16:49";"WDON25";"C";"2";"5.560,00";"executada";"entrada";"2";"5.560,00";"-";"-";"-"
"13618294000";"13/06/2025 / 12:15:23";"WDON25";"C";"1";"5.565,00";"executada";"entrada";"1";"5.565,00";"-";"-";"-"
"13618293997";"13/06/2025 / 12:15:23";"WDON25";"V";"4";"5.569,50";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618293990";"13/06/2025 / 12:15:22";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.570,00";"-";"-";"-"
"13618291226";"13/06/2025 / 12:03:29";"WDON25";"V";"1";"5.580,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618291224";"13/06/2025 / 12:03:29";"WDON25";"C";"1";"5.569,00";"executada";"saída";"1";"5.569,00";"6,00";"0,11";"60,00"
"13618291217";"13/06/2025 / 12:03:28";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.575,00";"-";"-";"-"
"13618291205";"13/06/2025 / 12:03:27";"WDON25";"V";"8";"0,00";"executada";"saída";"8";"5.574,69";"-8,69";"-0,16";"-695,00"
"13618264487";"13/06/2025 / 10:40:08";"WDON25";"C";"4";"5.579,00";"executada";"entrada";"4";"5.579,00";"-";"-";"-"
"13618263594";"13/06/2025 / 10:39:11";"WDON25";"C";"2";"5.584,00";"executada";"entrada";"2";"5.584,00";"-";"-";"-"
"13618262285";"13/06/2025 / 10:36:31";"WDON25";"C";"1";"5.589,00";"executada";"entrada";"1";"5.589,00";"-";"-";"-"
"13618262278";"13/06/2025 / 10:36:31";"WDON25";"V";"8";"5.589,00";"cancelada";"saída";"0";"0,00";"-";"-";"-"
"13618262259";"13/06/2025 / 10:36:30";"WDON25";"C";"1";"0,00";"executada";"entrada";"1";"5.594,00";"-";"-";"-"
"13618252868";"13/06/2025 / 10:07:06";"WDON25";"V";"4";"5.616,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618250018";"13/06/2025 / 10:01:47";"WDON25";"V";"2";"5.611,00";"executada";"entrada";"2";"5.611,00";"-";"-";"-"
"13618249014";"13/06/2025 / 10:00:39";"WDON25";"V";"1";"5.606,00";"executada";"entrada";"1";"5.606,00";"-";"-";"-"
"13618249007";"13/06/2025 / 10:00:39";"WDON25";"C";"4";"5.601,50";"executada";"saída";"4";"5.601,50";"5,75";"0,10";"230,00"
"13618248950";"13/06/2025 / 10:00:38";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.601,00";"-";"-";"-"
"13618236467";"13/06/2025 / 09:15:41";"WDON25";"V";"1";"5.593,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618236464";"13/06/2025 / 09:15:41";"WDON25";"C";"1";"5.582,00";"executada";"saída";"1";"5.582,00";"6,00";"0,11";"60,00"
"13618236428";"13/06/2025 / 09:15:40";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.588,00";"-";"-";"-"
"13618229482";"13/06/2025 / 09:02:56";"WDON25";"V";"1";"5.591,50";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618229473";"13/06/2025 / 09:02:56";"WDON25";"C";"1";"5.580,50";"executada";"saída";"1";"5.580,50";"6,00";"0,11";"60,00"
"13618229292";"13/06/2025 / 09:02:55";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.586,50";"-";"-";"-"
"13618196033";"12/06/2025 / 12:42:09";"WDON25";"V";"2";"5.579,00";"cancelada";"entrada";"0";"0,00";"-";"-";"-"
"13618194003";"12/06/2025 / 12:24:12";"WDON25";"V";"1";"5.574,00";"executada";"entrada";"1";"5.574,00";"-";"-";"-"
"13618193996";"12/06/2025 / 12:24:12";"WDON25";"C";"2";"5.565,50";"executada";"saída";"2";"5.565,50";"6,00";"0,11";"120,00"
"13618193939";"12/06/2025 / 12:24:11";"WDON25";"V";"1";"0,00";"executada";"entrada";"1";"5.569,00";"-";"-";"-"
"13618183674";"12/06/2025 / 11:54:06";"WDON25";"V";"4";"5.574,00";"executada";"entrada";"4";"5.574,00";"-";"-";"-"
